,FR-CRC,AT-CRC,CN-CRC,US-CRC,DE-CRC,LOSO
CCIS22416007ST-4-0,0.6421088473778189,0.5641676075215224,0.8904911942151762,0.5554823397156365,0.7532800849798182,0.9117443995944349
CCIS22958137ST-20-0,0.5231575773928777,0.4680948680560163,0.73495436887057,0.6447377964645181,0.984270980119201,0.8764560772000163
CCIS23164343ST-4-0,0.3363249396965423,0.04614863396165856,0.1552762241950101,0.1247197258254436,0.18640615407093025,0.1089744704634321
CCIS24254057ST-4-0,0.9523298615973321,0.7385880722314904,0.9353947671273949,0.48134145362234665,0.9973837686613919,0.8930094209910857
CCIS27304052ST-3-0,0.1946852187417905,0.049903986254998985,0.16667359746225,0.10245266723748653,0.06007977328229049,0.010387042671089506
CCIS27927933ST-4-0,0.44213727492301746,0.030424458216944877,0.8571189015893479,0.24998250079001513,0.7234052453288425,0.5579243007901978
CCIS29210128ST-4-0,0.8777410340162847,0.14084304373834564,0.430774056400062,0.3922941682284795,0.8506410763719432,0.20508064003524143
CCIS29688262ST-20-0,0.06742387561489359,0.20671749460100317,0.3626156310217379,0.3050186334988045,0.823788836530852,0.4620301121931998
CCIS32452666ST-4-0,0.3455098876743705,0.3046600155793953,0.19503971107481796,0.28331900967598983,0.3275422000533618,0.16753381316443974
CCIS33816588ST-4-0,0.9829873709264835,0.999973128465511,0.911884643810995,0.7006337592464654,0.9996153847260367,0.9976091786486728
CCIS34055159ST-4-0,0.6740490872555174,0.8816700242108025,0.7376037291957654,0.4312318856004818,0.7021835872935475,0.765369121538238
CCIS34604008ST-4-0,0.24163977708676726,0.18054232250890773,0.32161104002870977,0.44659104367591806,0.5983505675492831,0.3527601092304774
CCIS35100175ST-4-0,0.7949383549384289,0.9668812590791945,0.9740870350004033,0.7622877506308898,0.9595591228586857,0.9835270886592488
CCIS36699628ST-4-0,0.06972010585032914,0.16542424173520107,0.20275664176288047,0.4035918772377811,0.5254121628252264,0.16706178902933372
CCIS36797902ST-4-0,0.49875220999805103,0.9854590519822227,0.8142324110691425,0.5793833975606956,0.8384210857469245,0.7390073766626926
CCIS38765456ST-20-0,0.9575077773935154,0.9226836838229013,0.8622563633931261,0.3095268969997451,0.9749233620793104,0.8340215985281167
CCIS40244499ST-3-0,0.617702201944607,0.8978216551202772,0.8740428358382004,0.6789390897305773,0.980694215459909,0.9558805476937756
CCIS41222843ST-4-0,0.0960372507957819,0.28298235328000226,0.461439834132281,0.2772013907053055,0.7430422384959551,0.660148306964851
CCIS41288781ST-4-0,0.7136097675115307,0.16041899509820248,0.75808710021113,0.5222409190259384,0.8726594913494842,0.5053716744723861
CCIS41548810ST-4-0,0.3529053457598615,0.400405863232381,0.6264588842470233,0.5621101083489997,0.9475790933643196,0.8488546689325239
CCIS41692898ST-4-0,0.22017540973099203,0.6592591746088469,0.207878440712145,0.5113149135223414,0.2373075990672793,0.5005087087848696
CCIS44093303ST-4-0,0.5260746413859199,0.7073695559660839,0.5959425118117121,0.4854635817695774,0.9548225128009985,0.4804053450336825
CCIS44757994ST-4-0,0.9684722802681188,0.8717644842535488,0.43744012936653387,0.33145104727178937,0.9731952331016824,0.5772212865127082
CCIS45571137ST-3-0,0.17551223654011805,0.2783554298329076,0.36211256556581517,0.40429353484959557,0.2115632925115499,0.5005731868683525
CCIS45793747ST-4-0,0.6514415203013677,0.8634431885706039,0.7168265103395732,0.4639950094831491,0.48369585207721605,0.5245158639052128
CCIS46047672ST-4-0,0.7591334834905872,0.6910936253306232,0.8392745922976989,0.43834554474890997,0.9593135488510065,0.8995564570327381
CCIS46467422ST-4-0,0.09633807972745974,0.10955916388466576,0.17607769412862248,0.3462184655180241,0.8163572187873042,0.4056844151983899
CCIS47284573ST-4-0,0.1394891436010952,0.35386916175910965,0.4528360233280327,0.30385266611960166,0.1997733896472473,0.1866710828369483
CCIS48174381ST-4-0,0.2059578317015458,0.144249110485208,0.12719426997534086,0.526586407006397,0.4187776472051589,0.20627432603739707
CCIS48725289ST-4-0,0.13795944951693576,0.10876931127441192,0.16337083632650667,0.31395472656393064,0.4599507569577305,0.3219840714087922
CCIS50003399ST-4-0,0.04853272663700599,0.04023550957834292,0.14664677439850324,0.33757216621070163,0.3976029020850364,0.15929493288594765
CCIS50148151ST-4-0,0.8175968149410545,0.5766860959408335,0.7859904842008283,0.5920473803240148,0.974678383099203,0.8391887592912605
CCIS50471204ST-4-0,0.20701956299266255,0.8013234993622682,0.6628503941684267,0.32154194697806693,0.7104884330858096,0.6767045393360499
CCIS51595129ST-4-0,0.22367376848404966,0.011207943159529773,0.028376572635749126,0.19653422278049984,0.05949352180073722,0.059927818066398755
CCIS52370277ST-4-0,0.5463757870282943,0.855719041102581,0.8895287441931865,0.6319298885940031,0.9710185931365453,0.9538370188405911
CCIS53043478ST-4-0,0.6889846500436821,0.9919495329383816,0.8656802669539079,0.6845860903278268,0.9259726761429107,0.9604635457424117
CCIS53355328ST-4-0,0.6207419103270803,0.5331283953396647,0.562376604475829,0.35665054009296504,0.9149209668497958,0.4643295595206998
CCIS55230578ST-4-0,0.5260619222515626,0.9625278440755565,0.6623548318157172,0.4830045689750431,0.6013252006510249,0.8869371404903259
CCIS58234805ST-4-0,0.6783906499572743,0.9861797226349623,0.9713831520499829,0.7702268844497148,0.9926230853290909,0.9964442699157102
CCIS59132091ST-4-0,0.268842708704826,0.2828883171660063,0.3534393781660668,0.20792250554023917,0.11836133373310395,0.22057241296164526
CCIS61287323ST-4-0,0.3064480655938194,0.9698586590413849,0.7679632592595048,0.5178032275790683,0.7956050401585492,0.8774894827369359
CCIS62605362ST-3-0,0.7232109974976526,0.19749950478776454,0.5870295842805819,0.382738584678751,0.27914511669549913,0.41906033113660696
CCIS62794166ST-4-0,0.7604248608221454,0.606667144582791,0.3150516766161195,0.4650970015264199,0.781541214712108,0.4200927841560546
CCIS63448910ST-4-0,0.5349385988049138,0.14779928615351645,0.2542503821132972,0.2767556480023225,0.9643632916883468,0.2224009855334681
CCIS63468405ST-4-0,0.672987292302355,0.4347433289353585,0.2032621654537483,0.40906127935535463,0.24719317284459028,0.40254907319263644
CCIS63910149ST-4-0,0.1552174308660679,0.290492272483779,0.1338972456705325,0.26148802432548107,0.06367521336632746,0.11925292623822112
CCIS64773582ST-4-0,0.3054031618815403,0.6416925059078622,0.21679983885957435,0.33770340757148215,0.1312814146512567,0.2805592641986872
CCIS64785924ST-20-0,0.2113781196298003,0.21416454739763469,0.4192472233418121,0.27247262357231716,0.8198602770717006,0.40738557034983
CCIS65479369ST-4-0,0.9690836498733763,0.9535147075416928,0.9260551902611964,0.5734090426866151,0.982987552956966,0.9046796237792978
CCIS71301801ST-4-0,0.7581386142081128,0.7663829923448259,0.4785566457570181,0.6508385209650726,0.8986910278886838,0.7849428653459025
CCIS71578391ST-4-0,0.19318178070617995,0.6437460467072661,0.3070669115178824,0.4324056078992881,0.3006104748120951,0.5455583822859827
CCIS72607085ST-4-0,0.4031452625487136,0.25608823101026856,0.5025972708273995,0.2681398871267542,0.436458139877409,0.2862358020673873
CCIS74239020ST-4-0,0.21471801057030393,0.014008794654386274,0.14399229456920468,0.2614135523595596,0.2683491360747113,0.1510994105070086
CCIS76845094ST-20-0,0.8150966073387295,0.8095377935780901,0.9085340552360537,0.590844076008911,0.9568574842498809,0.9755939787983182
CCIS77252613ST-4-0,0.16504497669511856,0.8162534985997164,0.40781554463981606,0.34708537916662874,0.8562379822179129,0.6764968666846732
CCIS78100604ST-4-0,0.19849134176094307,0.30150386998484674,0.37079840807746595,0.2579987515778175,0.6051718383938425,0.10081613173375974
CCIS78318719ST-4-0,0.8913119151541858,0.8111717325798657,0.8974885468256663,0.25001668515794456,0.7493065277161676,0.8296543140490313
CCIS79210440ST-3-0,0.7369628149857956,0.9040110389733246,0.45555811756339276,0.49818927355562714,0.8674075271006186,0.4677301964490684
CCIS80834637ST-4-0,0.10274559419701242,0.4321344855671052,0.7531305600569705,0.5670995943705724,0.1832968333533611,0.916751323058896
CCIS81139242ST-4-0,0.06817639026896155,0.04254012824312093,0.481648903050481,0.19685085116225964,0.6998094624349799,0.22942987647633292
CCIS81887263ST-4-0,0.686400823768948,0.43320697741806513,0.5686461334721895,0.3498504590320956,0.9425245222119745,0.8682688463438524
CCIS82146115ST-4-0,0.33086601023849455,0.12630597739293284,0.3828200649506495,0.4482194964540995,0.17206963192463762,0.3981322451901813
CCIS82507866ST-3-0,0.14194360168678893,0.03638616086654473,0.08376242253478264,0.24894171979932972,0.17307850393151197,0.14752099240907462
CCIS82944710ST-20-0,0.15133630172041454,0.2022750292473028,0.40965875697770354,0.1989463521746355,0.4875469226238663,0.2845848344506409
CCIS83870198ST-4-0,0.7316664184168901,0.23192957009809437,0.40921387073695903,0.29465218111143654,0.4686398683084459,0.6442622828962222
CCIS84543192ST-4-0,0.5775378368556925,0.9098278190669478,0.507450382906308,0.5161488158968734,0.7811149679897946,0.5413792650562756
CCIS85214191ST-3-0,0.8238385567434054,0.2650098927965264,0.880751712830546,0.5044065176094281,0.995998907459031,0.8382220227718421
CCIS87116798ST-4-0,0.8341539567225855,0.9694521760204347,0.8798429056809182,0.4495199463220927,0.5294423479647117,0.7676035148349016
CCIS87167916ST-4-0,0.9521627768260039,0.9156559301852957,0.9354626123442888,0.73909072457218,0.9773955486566686,0.9832053034592996
CCIS87252800ST-4-0,0.8204896884203581,0.5695798450159261,0.7046284754619043,0.7036849203792674,0.9141627454145983,0.679452608323409
CCIS87605453ST-4-0,0.5927766999464914,0.19266086196652651,0.26452249320912746,0.33342469421844045,0.26115985754093995,0.08510786211935853
CCIS88007743ST-4-0,0.43332208678236717,0.042534534396518525,0.7994927192338613,0.6265040095636859,0.47654147784960527,0.4376991992618213
CCIS88317640ST-4-0,0.6193651908243256,0.9088910837299141,0.796281088006562,0.5063084152394622,0.08945910141348744,0.5888116707036893
CCIS90164298ST-4-0,0.1287576721397085,0.14526752165740398,0.255707134848616,0.2381424474966724,0.13204222752394332,0.023168712591158304
CCIS91228662ST-4-0,0.7315433221073102,0.8258447540147369,0.5291971044325234,0.5735218566787037,0.8057961246100764,0.5797131180646158
CCIS93040568ST-20-0,0.2522638332389763,0.44708771417502075,0.7262943031714248,0.32374602336575736,0.9771313647946107,0.4953454333234493
CCIS94417875ST-3-0,0.18050391780657332,0.6339674178324787,0.38330648393871236,0.1803540989302929,0.17306275423960557,0.403676061936196
CCIS94603952ST-4-0,0.10496145130047477,0.5166657818404191,0.10230029095968775,0.272663905739572,0.10499809286233079,0.08041204622340192
CCIS95097901ST-4-0,0.4348541253395699,0.1723459960283269,0.6985294415342812,0.4846599574809726,0.36856589076349744,0.5369340147103523
CCIS95409808ST-4-0,0.13536603387901164,0.4389290468717314,0.7182445237246958,0.3633763655480277,0.24070354130640173,0.5472217041971565
CCIS98482370ST-3-0,0.1273653236395008,0.05495150930810748,0.10426616755455087,0.3629092280865305,0.3383642783771019,0.2088771164907299
CCIS98512455ST-4-0,0.3385466682925416,0.6185410191069852,0.1991630350115241,0.5572672070128654,0.7126776143435068,0.21026650780044087
CCIS98832363ST-4-0,0.10292918138524894,0.8949707261410105,0.2547642478985477,0.23089697304190582,0.34029646170917577,0.4392941232520008
CCMD10032470ST-11-0,0.2298813702354785,0.2971308239130201,0.11862374160555098,0.3435833173101797,0.07239032029221665,0.1912419592337602
CCMD10191450ST-11-0,0.698752855615796,0.007428736810231649,0.03481872483290319,0.3331500578886785,0.05831286303685228,0.062451510434178445
CCMD11006829ST-21-0,0.9772914964306162,0.9998949910799718,0.9541046751416821,0.6678820633543138,0.9904759774992122,0.9865809668862153
CCMD12232071ST-21-0,0.7527539100398053,0.6155573895855018,0.3476253338909225,0.3266710313515725,0.8369428612857494,0.39398905564116976
CCMD13071240ST-21-0,0.7256135135496843,0.40674125458463856,0.5539372846768483,0.46703375346657344,0.7438111474143644,0.34959201749611574
CCMD13934959ST-21-0,0.8637359569968555,0.8970162902775889,0.7985152688105313,0.535226551443154,0.8986129745871063,0.9033809776137695
CCMD14479708ST-21-0,0.5976181054532221,0.46005678484295226,0.8024091471899163,0.5221012323734355,0.9926808702935096,0.6195841903094497
CCMD15562448ST-11-0,0.6072390003380375,0.6871356612050343,0.13632280185653786,0.5037128130286598,0.1646301305673781,0.19396942258609431
CCMD17410933ST-11-0,0.10254884449159973,0.39081699096482014,0.04962909012584539,0.30897990922740487,0.10294512398946569,0.17119769155215972
CCMD18579000ST-11-0,0.4505074077987237,0.08416971522758115,0.4172985112083991,0.3084970967261097,0.3467977784316277,0.1682423637843862
CCMD18829815ST-11-0,0.4465089840427845,0.2702789467649277,0.15399542057645768,0.3635734115711663,0.36196841783747463,0.2905045964910453
CCMD18872694ST-21-0,0.5343353384258459,0.9867848821871104,0.505532361921344,0.6376343686040128,0.7811603503346889,0.6201351102278918
CCMD19168690ST-11-0,0.6488346906169592,0.824065702302872,0.4978506180069475,0.2591282599416808,0.9140634486025675,0.5526001190118698
CCMD19497912ST-21-0,0.9658136428345013,0.9056572947974453,0.9773446207182964,0.4386361324403364,0.9947962554970117,0.7319821946801218
CCMD21593359ST-11-0,0.9436453372247775,0.9896417332583202,0.9740653052635425,0.6990342465838613,0.9999958530476765,0.9646969298753965
CCMD21703880ST-11-0,0.8032645468309901,0.9866983386459515,0.9543344759590691,0.49140553315186863,0.9718748002836591,0.9279027991820787
CCMD22852639ST-11-0,0.6730694841695823,0.8594611583282482,0.15678298244251146,0.16499298192802275,0.35670795483719087,0.20397634077798119
CCMD23101338ST-21-0,0.26094285874614614,0.9107280982312027,0.5156889371955165,0.43502264921490114,0.653265130653353,0.5556897550102632
CCMD23541216ST-11-0,0.2355359414549112,0.0583381587042058,0.08181099397628462,0.16436047862946193,0.24870939240227896,0.050943436329924555
CCMD25475945ST-11-0,0.6635899681593066,0.5669383392683485,0.2581481557692103,0.4105071005780261,0.07311429705909625,0.5177213387866171
CCMD25511638ST-21-0,0.9113982459866391,0.7472150127980315,0.15856611492602551,0.3917029018740915,0.8544195083008483,0.7612888509770135
CCMD25963797ST-21-0,0.5933901170524363,0.372844907708056,0.23101109793125166,0.38291314967781476,0.9182227791814865,0.1832016278699177
CCMD26625622ST-11-0,0.3935200202126784,0.2463764574284054,0.21532136645709,0.4786311133188061,0.282960703360084,0.3948467230467059
CCMD26709089ST-21-0,0.35095380881623717,0.1360073375598845,0.6277726316113622,0.40719529333166277,0.7919395045159074,0.47312613812003806
CCMD26925580ST-21-0,0.43711865925346954,0.30645117078854006,0.18434440727826437,0.46684120632527815,0.6363441008695135,0.4694714224947902
CCMD27463710ST-11-0,0.7731638105427814,0.42612284512904824,0.5808470294753897,0.24674064513176006,0.8716215135237799,0.2389740242740198
CCMD27867141ST-11-0,0.17898448483420523,0.8228106461828718,0.17619243765901882,0.2319393367203562,0.06509405092611778,0.07397132416713222
CCMD28738636ST-11-0,0.14009038499977677,0.15617615164904677,0.10159593273713907,0.3071820177604553,0.2869032846594612,0.21080857035660594
CCMD29706695ST-11-0,0.30217358808419004,0.9668392847553791,0.16784093841394115,0.3031902680060832,0.11297939239506524,0.23094210462376294
CCMD30626189ST-11-0,0.09502152819778256,0.04307924215657439,0.30576968149686096,0.21821872140663712,0.28519572309051405,0.09570058003939602
CCMD30627121ST-11-0,0.5652735248273723,0.5652369513722847,0.5868845874340065,0.48080081102781796,0.8036621043606947,0.2322108802333502
CCMD31009081ST-11-0,0.17185252978506038,0.2551082410987383,0.18027236998922902,0.3150624308488822,0.0763354728566368,0.046122943072547946
CCMD31134579ST-11-0,0.272018848795856,0.7375991877423141,0.10390830250462536,0.1629824113001038,0.15862732222680792,0.038187581568590964
CCMD32288175ST-11-0,0.4553145262867427,0.049318156134545606,0.19740583175855336,0.25337295038106283,0.1983084974772735,0.09376953133586112
CCMD32965613ST-11-0,0.32565670185639733,0.2406139304136476,0.3518332192301293,0.37170363117102945,0.26158692853021515,0.23944298380862017
CCMD34381688ST-21-0,0.6697286865279479,0.46559832633244186,0.7369215026234293,0.40207246622722653,0.9629655805142038,0.3018481243223589
CCMD35081859ST-11-0,0.4767676265359934,0.18740296973170892,0.14233465270937085,0.30279094566798315,0.03768972871071281,0.15403347885299293
CCMD35633353ST-11-0,0.4608521963540552,0.7741150122354271,0.5732036926337012,0.3652192714551844,0.9750025171518125,0.6984733386595489
CCMD35801800ST-11-0,0.47708849450737056,0.878867518859028,0.3760895831315775,0.4235049929110692,0.5780789682496562,0.42644427996644474
CCMD35802077ST-21-0,0.5490071074659617,0.4469024819506799,0.3181548612952372,0.47505906114971885,0.7604537314848827,0.6247113033821649
CCMD37575804ST-11-0,0.1856918778740653,0.0959249694343963,0.1552562284779976,0.38427070036629163,0.050529026033762726,0.12291399760666365
CCMD38158721ST-11-0,0.5909783040353302,0.24188363712950894,0.28024183294524696,0.3195307124138067,0.05410167181301153,0.597851221583496
CCMD39157124ST-11-0,0.2730790900545999,0.11857722289078455,0.05485230285442478,0.4954751917401856,0.0218715920382086,0.12764414798314822
CCMD39882286ST-11-0,0.12373651419154555,0.671795008682809,0.4207139103351397,0.3966713043750468,0.878470300273951,0.12745569486214509
CCMD40701343ST-21-0,0.9200669295703139,0.9286949350296875,0.7772301270505338,0.2836784001441292,0.9810937148300859,0.8616335938225501
CCMD41202658ST-11-0,0.2657035214635392,0.6179049479138161,0.03748441397026471,0.4073698257533143,0.047648383857402665,0.08314333693949183
CCMD41521570ST-11-0,0.06889372281860374,0.12581721493120185,0.1230900489062601,0.5403040781002882,0.19048331094541354,0.1755221054927374
CCMD42428553ST-21-0,0.6313553895200891,0.9537029743033545,0.455213510534617,0.47060976687947614,0.8552790784573858,0.8434773275635241
CCMD42956136ST-11-0,0.6140398632459872,0.6524089874577158,0.9045560045118418,0.5143169408167457,0.973749301402553,0.8508095028865965
CCMD45004878ST-11-0,0.17404322005106984,0.4146077336123263,0.5141625303669516,0.36570040444842095,0.026036777815550062,0.6267077532542401
CCMD45812507ST-11-0,0.3368721218932507,0.038398909387090556,0.1811227892259946,0.43744049786530187,0.04649553971436626,0.2836069838694016
CCMD45988061ST-21-0,0.8722847899050117,0.9453411505872026,0.6838067474727738,0.494483642850795,0.7402209340470531,0.9184872535440037
CCMD46222674ST-21-0,0.7006151125111679,0.540694076507503,0.4311345986864551,0.38396251511538537,0.4564444801586792,0.5984510573231692
CCMD46727384ST-11-0,0.8514044429142819,0.646140093092645,0.22012119204249253,0.24939523504631816,0.7451183176649833,0.45132957600062346
CCMD46947453ST-21-0,0.6982866014894707,0.28884476208525656,0.11635608720198753,0.30687898848719136,0.04366690676107801,0.44670262189228854
CCMD48236717ST-21-0,0.5456798766513061,0.858068638814185,0.39376657645101126,0.4682550993629422,0.0877106057783202,0.44178041841409427
CCMD49025643ST-11-0,0.6101273481719582,0.33603958112521765,0.2948252058839185,0.507672727761107,0.33922362812189233,0.5182868075185125
CCMD49461418ST-11-0,0.586254563434261,0.5824209443077831,0.379448685045269,0.41038556193380193,0.1155600543860299,0.3851000062925201
CCMD49942357ST-11-0,0.16549010358894303,0.3580506985091491,0.3344610860026098,0.2842453682789119,0.30826087797734997,0.23063354723149168
CCMD50071957ST-21-0,0.7244180756155755,0.9763372688844197,0.31781127487871824,0.6921618223063707,0.9823631806039368,0.790476097131855
CCMD50300306ST-11-0,0.4626694384845173,0.7456117883026782,0.43762317846973087,0.44862234255738187,0.15684675599409206,0.6774098676077478
CCMD50529145ST-11-0,0.610168132968775,0.6979834544050874,0.08152386691161266,0.19340382547377122,0.3549307270983178,0.11148049695067762
CCMD50538120ST-11-0,0.303148172329241,0.19037434678310108,0.0945065716028379,0.2509742763042266,0.11173407891939528,0.08510286729397845
CCMD51154251ST-11-0,0.8860675926335055,0.22255203673720872,0.11764372586273886,0.48484894027350217,0.23261169128698422,0.4160666236294191
CCMD51228890ST-11-0,0.4581977472688266,0.9264307757644197,0.04828784972109499,0.4109817759088834,0.09016195219844034,0.35858397751573334
CCMD51864103ST-21-0,0.15839195513107027,0.7822577369010213,0.7127679336277112,0.4874220927346458,0.9379322433892673,0.4995343441646298
CCMD52117727ST-11-0,0.6964811628925227,0.7676983120062354,0.565409316711141,0.3901295597187907,0.4599075800212681,0.5663218624755268
CCMD52145360ST-11-0,0.694704130649728,0.4347047302592535,0.47387692771435724,0.35726522058648397,0.7091980074983505,0.8072686393949373
CCMD53508245ST-11-0,0.7319356099077289,0.6735390618654319,0.18281200503117395,0.439209267365616,0.9003502602278661,0.3641974056713617
CCMD53522274ST-11-0,0.3689983538691199,0.16759355318476635,0.07209492897053113,0.20296279015849547,0.014904060400384464,0.035622414444287015
CCMD54057834ST-11-0,0.4879605905349099,0.5504906187945177,0.059839415587365684,0.3450405951148286,0.24030443700705312,0.2099572947444999
CCMD56948710ST-11-0,0.22547621270487697,0.6137366307913917,0.20159875081070872,0.20463908245867693,0.24109658410345514,0.13261961583987303
CCMD59540613ST-11-0,0.4325006729120899,0.5023227614961165,0.18307187083615858,0.4635665992848443,0.14715778189087136,0.24514842696396924
CCMD59583015ST-11-0,0.36693586466866523,0.16990655230250779,0.22258133696563953,0.29775929362261677,0.20833998697511963,0.21472609855365365
CCMD60079086ST-21-0,0.9010191275935084,0.7491319273064825,0.20212717509718148,0.4374906532061591,0.7981999009563309,0.5289981521958759
CCMD63399960ST-21-0,0.4282655960973891,0.4382511246566043,0.12666435996072323,0.4287627626849793,0.812293510339771,0.4105021964193102
CCMD64503764ST-21-0,0.9214979830079033,0.9522076453007751,0.9525559513153269,0.6392097761643385,0.9559910712170208,0.9343660504655797
CCMD64776337ST-21-0,0.6247594933780745,0.9693184335457145,0.7888287282651177,0.6219915139655159,0.8370921651218959,0.9264820632681885
CCMD65222621ST-11-0,0.8885722288781644,0.8060567225151059,0.44781001675851856,0.5959009431962519,0.9825507855987379,0.6602345767466493
CCMD65406197ST-11-0,0.5964235344664435,0.9027435290240639,0.8061280831827888,0.40096622764946477,0.9674868310782543,0.6175737039933406
CCMD66848156ST-11-0,0.4050182998591468,0.6773714184606129,0.1615367129738905,0.4138123959763226,0.06463248016685466,0.3345137089128867
CCMD67373733ST-11-0,0.13406457587368897,0.503639935734374,0.8717317068115794,0.40426977281040805,0.35113933580533224,0.351135550672996
CCMD68973846ST-11-0,0.5562129948656369,0.8009928396252985,0.15399381006829574,0.45263536939606736,0.16630957592714807,0.4468398821903732
CCMD71242853ST-11-0,0.5997322772820083,0.5856151457842744,0.3385595034373941,0.33102833955621774,0.843113369613679,0.4420994360978675
CCMD71915439ST-11-0,0.9201464298734646,0.9943476358193067,0.9198918668829936,0.5462092451989043,0.9999995973699836,0.9462791901448295
CCMD72666896ST-11-0,0.3132235949986474,0.06544243422939154,0.5274520069331781,0.3168370001613671,0.3696816783783398,0.2589950879328162
CCMD72690923ST-11-0,0.8954620866253764,0.8757329942056904,0.6575830011906891,0.46384582986669853,0.6714302808462855,0.6225287610088921
CCMD72895164ST-21-0,0.6618334599402645,0.21375149465850662,0.6859822265574804,0.3726540720566552,0.8778895699191583,0.4728175550383891
CCMD73128545ST-11-0,0.6198494392323062,0.16072890946451296,0.38591139666887414,0.3534722750245853,0.20362528035329355,0.39770029366533705
CCMD74592084ST-11-0,0.20350786420670974,0.3020775014303147,0.05716230754878939,0.41353968042753436,0.2232340390470411,0.2764070326074167
CCMD74930188ST-21-0,0.6957581077901818,0.9298000982942775,0.7324559386677651,0.6517472204758308,0.8959173398972107,0.9027592232617176
